title,year,authors,journal,cited_by,link,classifier_confidence,replicated_paper,method_description,result_description
Gender and job satisfaction in OECD countries,2023,T Kose,"T Kose, K Avcioglu - Economics and Business Letters, 2023 - zbw.eu",11,https://www.zbw.eu/econis-archiv/bitstream/11159/631060/1/1860629644_0.pdf,high,"Pita et al. (2021): ""Gender differences in job satisfaction""",Method not specified in abstract,replicates and extends original
The costs of occupational gender segregation in high-tech growth and productivity across US local labor markets,2023,"WJ Scarborough, K Sobering","WJ Scarborough, K Sobering, R Kwon… - Socio-Economic …, 2023 - academic.oup.com",11,https://academic.oup.com/ser/article-abstract/21/1/643/6318727,low,"Goldschlag et al. (2020): ""Title of the replicated paper""",… We replicated all analyses predicting tech sector growth using the four-digit NAICS codes outlined by Goldschlag and Miranda (20,Result not specified in abstract
Long‐run intergenerational health benefits of women empowerment: Evidence from suffrage movements in the US,2023,"H Noghanibehambari, F Noghani","H Noghanibehambari, F Noghani - Health economics, 2023 - Wiley Online Library",10,https://onlinelibrary.wiley.com/doi/abs/10.1002/hec.4744,medium,Not identifiable from abstract,"… In so doing, we replicate the main results for the NLMS sample and replace the outcome with a dummy variable indicating whether ","… In so doing, we replicate the main results for the NLMS sample and replace the outcome with a dummy variable indicating whether or not a person was "
Unraveling controversies over civic honesty measurement: An extended field replication in China,2023,"Q Yang, W Zhang, S Liu","Q Yang, W Zhang, S Liu, W Gong, Y Han, J Lu… - Proceedings of the …, 2023 - pnas.org",10,https://www.pnas.org/doi/abs/10.1073/pnas.2213824120,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Rule of law and economic growth: Evidences from South East Europe,2023,,"P Nedanovski, K Shapkova Kocevska - … for economic theory and policy, 2023 - ekof.bg.ac.rs",10,http://www.ekof.bg.ac.rs/wp-content/uploads/2023/01/Shaping-Post-COVID-World.pdf#page=75,medium,"Barro & J. (1996): ""Determinants of Economic Growth: A Cross-Country Empirical Study""",Method not specified in abstract,… We replicate Barro's model and construct an ordinary least squares regression models with fixed effects
The dynamics of poverty targeting,2023,S Klonner,"M Hillebrecht, S Klonner, NA Pacere - Journal of Development Economics, 2023 - Elsevier",10,https://www.sciencedirect.com/science/article/pii/S0304387822001754,medium,Not identifiable from abstract,uses original data/code,"… With original data from Burkina Faso, we replicate the finding that PMT outperforms CBT at baseline"
Improving continuity by simplifying the structure of family firms: a replication study,2023,"A Dettori, M Floris","A Dettori, M Floris - Management Review Quarterly, 2023 - Springer",10,https://link.springer.com/article/10.1007/s11301-021-00255-4,high,"Lambrecht et al. (2008): ""Pruning the Family Tree: An Unexplored Path to Family Business Continu""",Method not specified in abstract,Result not specified in abstract
Ellsberg meets Keynes at an urn,2023,"SH Chew, S Zhong","SH Chew, B Miao, S Zhong - Quantitative Economics, 2023 - Wiley Online Library",10,https://onlinelibrary.wiley.com/doi/abs/10.3982/QE2253,medium,"Ellsberg & Daniel (1961): ""Risk, Ambiguity, and the Savage Axioms""; Keynes & Maynard (1921): ""A Treatise on Probability""",Method not specified in abstract,directional effect found; effect significance noted
"Estimating the value of democracy relative to other institutional and economic outcomes among citizens in Brazil, France, and the United States",2023,"A Adserà, A Arenas, C Boix","A Adserà, A Arenas, C Boix - Proceedings of the National Academy of …, 2023 - pnas.org",10,https://www.pnas.org/doi/abs/10.1073/pnas.2306168120,medium,Not identifiable from abstract,"… Using the same data, we replicate those findings and estimate alternative models that include controls for very","… Using the same data, we replicate those findings and estimate alternative models that include controls for very"
Revisiting the impact of per‐unit duties on agricultural export prices,2023,"DD Fiankor, FG Santeramo","DD Fiankor, FG Santeramo - Applied Economic Perspectives …, 2023 - Wiley Online Library",10,https://onlinelibrary.wiley.com/doi/abs/10.1002/aepp.13368,medium,Not identifiable from abstract,Method not specified in abstract,replicates and extends original
"Childhood use of coin pusher and crane grab machines, and adult gambling: A conceptual replication of Newall et al.(2021)",2023,"A Parrado-González, PWS Newall","A Parrado-González, PWS Newall - Journal of Behavioral …, 2023 - akjournals.com",10,https://akjournals.com/view/journals/2006/12/1/article-p194.xml,high,"Newall et al. (2021): ""Childhood gambling experiences and adult gambling behavior: A cohort s""",Method not specified in abstract,Result not specified in abstract
Kernel-based time-varying IV estimation: handle with care,2023,"R Lucchetti, F Valentini","R Lucchetti, F Valentini - Empirical Economics, 2023 - Springer",9,https://link.springer.com/article/10.1007/s00181-023-02450-6,high,"Giraitis et al. (2021): ""Kernel-based time-varying coefficients IV estimator""",new/different dataset; instrumental variables,largely replicates; replicates and extends original; extends original findings; broadly replicates
Origins of Latin American Inequality,2023,FV Caicedo,"F Eslava, FV Caicedo - 2023 - econstor.eu",9,https://www.econstor.eu/handle/10419/299434,medium,"Engerman et al. (2000): ""Colonialism, Inequality, and Long-Run Paths of Development""; Engerman et al. (2002): ""Factor Proportions, Institutions, and Differential Paths of Growth Amo""; Engerman et al. (2005): ""The Reversal of Fortune: Geography and Institutions in the Making of t""",Method not specified in abstract,effect significance noted
On the interpretation of giving in dictator games when the recipient is a charity,2023,JA Livingston,"JA Livingston, R Rasulmukhamedov - … Economic Behavior & Organization, 2023 - Elsevier",9,https://www.sciencedirect.com/science/article/pii/S0167268123000252,medium,Not identifiable from abstract,Method not specified in abstract,… While we replicate the result that subjects are substantially less generous when the option to take money away from an anonymous partner is added to
"Price promotions, beneficiary framing, and mental accounting",2023,"G Fisher, J Liaukonyte","G Fisher, M McGranaghan, J Liaukonyte… - … and Economics, 2023 - Springer",9,https://link.springer.com/article/10.1007/s11129-023-09261-0,high,"Thaler & H. (1999): ""Mental Accounting Matters""; Zhang et al. (2018): ""The Role of Mental Accounting in Consumer Behavior""; MacKenzie et al. (1986): ""The Structural Influence of Attitude toward the Ad on Attitude toward """,conceptual replication,Result not specified in abstract
Knowledge risk management in banks-An area for improving organizational performance,2023,"S Durst, S Foli","S Durst, S Foli, M La Torre, M Borgia - Heliyon, 2023 - cell.com",9,https://www.cell.com/heliyon/fulltext/S2405-8440(23)09272-1?uuid=uuid%3A711f3cdd-58f8-4bda-8f98-e548f55923e4,low,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
No SNARC effect among left-to-right readers: Evidence from a Turkish sample,2023,"M Bulut, H Çetinkaya","M Bulut, I Hepdarcan, E Palaz, H Çetinkaya… - Advances in Cognitive …, 2023 - gcris.ieu.edu.tr",8,https://gcris.ieu.edu.tr/handle/20.500.14365/4792,low,"Dehaene et al. (1993): ""The number form: A cognitive perspective""; Fischer et al. (2012): ""The SNARC effect in a parity judgment task: Evidence from a large samp""",Method not specified in abstract,Result not specified in abstract
Temperature and economic growth: comment on Kiley,2023,,"D Barker - Econ Journal Watch, 2023 - econjwatch.org",8,https://econjwatch.org/File+download/1259/BarkerMar2023.pdf,high,"Kiley & T. (2019): ""Temperature and Economic Growth""",new/different dataset,effect significance noted
The impact of perceived partisanship on climate policy support: A conceptual replication and extension of the temporal framing effect,2023,"M Herberz, T Brosch, UJJ Hahnel","M Herberz, T Brosch, UJJ Hahnel - Journal of Environmental Psychology, 2023 - Elsevier",8,https://www.sciencedirect.com/science/article/pii/S0272494423000208,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Components of agricultural productivity change: Replication of US evidence and extension to the EU,2023,"S Wimmer, KH Dakpo","S Wimmer, KH Dakpo - … Economic Perspectives and Policy, 2023 - Wiley Online Library",7,https://onlinelibrary.wiley.com/doi/abs/10.1002/aepp.13377,high,"O'Donnell & J. (2012): ""Estimating the Sources of Productivity Change in Agriculture: A Nonpar""",… Our replication study contributes to the understanding of agricultural … the replication of the original study: We shortly descr,Result not specified in abstract
Incorporating dynamic pricing in cost-effectiveness analysis: are known unknowns valuable?,2023,"RB McQueen, KE Anderson, JF Levy, JJ Carlson","RB McQueen, KE Anderson, JF Levy, JJ Carlson - PharmacoEconomics, 2023 - Springer",7,https://link.springer.com/article/10.1007/s40273-022-01230-x,low,"Institute for Clinical and Economic Review (2018): ""Biologic therapies for treatment of asthma associated with type 2 infl""; Institute for Clinical and Economic Review (2018): ""Elagolix for Treating Endometriosis""; Institute for Clinical and Economic Review (2017): ""Disease-Modifying Therapies for Relapsing-Remitting and Primary-Progre""",Method not specified in abstract,Result not specified in abstract
Detecting economic growth pathways in the EU's lagging regions,2023,R Ganau,"R Ganau, A Kilroy - Regional Studies, 2023 - Taylor & Francis",7,https://www.tandfonline.com/doi/abs/10.1080/00343404.2022.2050200,low,Not identifiable from abstract,Method not specified in abstract,"We find that lagging areas can sometimes be found within larger and more prosperous regions, especially in Western Europe"
The competitive advantage of sanctioning institutions revisited: A multilab replication,2023,"S Lo Iacono, W Przepiorka, V Buskens, R Corten","S Lo Iacono, W Przepiorka, V Buskens, R Corten… - PNAS …, 2023 - academic.oup.com",7,https://academic.oup.com/pnasnexus/article-abstract/2/5/pgad091/7147348,high,"GIR (2006): ""Title of the original paper""",pre-registered replication,7 labs × 12 groups × 12 participants) … We find GIR2006 replicated in accordance with all preregistered replication criteria in five of …
Sunk cost effects for time versus money: Replication and extensions Registered Report of Soman (2001),2023,NB Petrov,"NB Petrov, YKM Chan, CN Lau, TH Kwok… - International Review of …, 2023 - rips-irsp.com",7,https://rips-irsp.com/articles/10.5334/irsp.883?_rsc=y3vvi,high,"Soman & Dilip (2001): ""The Effect of Time on the Sunk Cost Effect""",conceptual replication; online survey/experiment,We found support for differences between sunk money costs and sunk time costs in Study 1 (original: φc =
Corporate political ties and firm performance in a transition economy: A replication and extension of Peng and Luo (2000),2023,H Guo,"H Guo, C Wang, Z Wang, X Li - Management and Organization …, 2023 - cambridge.org",7,https://www.cambridge.org/core/journals/management-and-organization-review/article/corporate-political-ties-and-firm-performance-in-a-transition-economy-a-replication-and-extension-of-peng-and-luo-2000/B4DF32501D8B663280A860B6FA986BFA,high,"Peng et al. (2000): ""Managerial ties and firm performance in a transition economy: The natu""",Method not specified in abstract,effect significance noted
Psychological well-being of hybrid entrepreneurs: A replication and extension study using German panel data,2023,"F Lasch, A Vossen","M Stephan, C Demir, F Lasch, A Vossen… - Journal of Business …, 2023 - Elsevier",7,https://www.sciencedirect.com/science/article/pii/S2352673423000483,high,Not identifiable from abstract,… The main objective of this article is to replicate and extend the UK-based results with data from the German Socio-Economic Pane,replicates and extends original
Expanding economic activity in space may offer a solution to secular stagnation,2023,M Weinzierl,"M Weinzierl - Proceedings of the National Academy of Sciences, 2023 - pnas.org",7,https://www.pnas.org/doi/abs/10.1073/pnas.2221347120,medium,Not identifiable from abstract,"… Using the same data, we replicate those findings and estimate alternative models that include controls for very","… Using the same data, we replicate those findings and estimate alternative models that include controls for very"
Bringing the market in: an expanded framework for understanding popular responses to economic inequality,2023,A Lindh,"A Lindh, L McCall - Socio-Economic Review, 2023 - academic.oup.com",7,https://academic.oup.com/ser/article-abstract/21/2/1035/6573249,low,Not identifiable from abstract,"… To examine this possibility, we replicated our analyses using comparable questions and data in Sweden and Denmark",Result not specified in abstract
Replicating the effects of Facebook deactivation in an ethnically polarized setting,2023,"J Nagler, JA Tucker","N Asimovic, J Nagler, JA Tucker - Research & Politics, 2023 - journals.sagepub.com",7,https://journals.sagepub.com/doi/abs/10.1177/20531680231205157,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
The intrinsic value of decision rights: A replication and an extension to team decision making,2023,M Sutter,"J Buffat, M Praxmarer, M Sutter - … of Economic Behavior & Organization, 2023 - Elsevier",6,https://www.sciencedirect.com/science/article/pii/S0167268123000926,high,"Bartling et al. (2014): ""The intrinsic value of decision rights""",Method not specified in abstract,Result not specified in abstract
"New data, new results? How data sources and vintages affect the replicability of research",2023,I Goes,"I Goes - Research & Politics, 2023 - journals.sagepub.com",6,https://journals.sagepub.com/doi/abs/10.1177/20531680231170502,medium,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Human capital and the diffusion of technology,2023,"M Cervellati, G Meyerheim, U Sunde","M Cervellati, G Meyerheim, U Sunde - Economics Letters, 2023 - Elsevier",6,https://www.sciencedirect.com/science/article/pii/S0165176523001337,medium,Not identifiable from abstract,Method not specified in abstract,"… To investigate this issue, we replicate the analysis for different measures of human capital that capture more basic or more advanced education"
Optimal interventions in networks during a pandemic,2023,"R Pongou, G Tchuente, JB Tondji","R Pongou, G Tchuente, JB Tondji - Journal of Population Economics, 2023 - Springer",6,https://link.springer.com/article/10.1007/s00148-022-00916-y,medium,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Determinants of downside risk exposure: An analysis of Korean rice farms using partial and quantile moments,2023,K Kulkarni,"K Kulkarni, D Rossi - … Economic Perspectives and Policy, 2023 - Wiley Online Library",6,https://onlinelibrary.wiley.com/doi/abs/10.1002/aepp.13320,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Rearticulating supply chain design and operation principles to mitigate uncertainty in the Norwegian engineer-to-order shipbuilding sector,2023,"E Alfnes, J Gosling, M Naim, HC Dreyer","E Alfnes, J Gosling, M Naim, HC Dreyer - … Journal of Production Economics, 2023 - Elsevier",6,https://www.sciencedirect.com/science/article/pii/S0925527323001354,high,Not identifiable from abstract,conceptual replication,Result not specified in abstract
Who punishes leaders for lying about the use of force? Evaluating the microfoundations of domestic deception costs,2023,,"K Yarhi-Milo, DT Ribar - Journal of Conflict Resolution, 2023 - journals.sagepub.com",6,https://journals.sagepub.com/doi/abs/10.1177/00220027221118808,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Improving models of coordination incentives for biodiversity conservation by fitting a multi-agent simulation model to a lab experiment,2023,M Drechsler,"M Drechsler - Journal of Behavioral and Experimental Economics, 2023 - Elsevier",6,https://www.sciencedirect.com/science/article/pii/S2214804322001379,high,Not identifiable from abstract,"… two basic approaches for the decision making of the model agents, reinforcement learning and using expectations about the future",Result not specified in abstract
Revisiting the effect of growing up in a recession on attitudes towards redistribution,2023,"J Bietenbeck, P Thiemann","J Bietenbeck, P Thiemann - Journal of Applied Econometrics, 2023 - Wiley Online Library",5,https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.2970,high,Not identifiable from abstract,"… In contrast, we fail to replicate the mean of the economic … Figure A1 in GS plots the economic shock variable by year of … plot",fails to replicate
Cognitive reflection and 2D: 4D: Evidence from a large population sample,2023,"L Neyse, FM Fossen, M Johannesson","L Neyse, FM Fossen, M Johannesson… - Journal of Economic …, 2023 - Elsevier",5,https://www.sciencedirect.com/science/article/pii/S0167268123000914,high,Not identifiable from abstract,pre-registered replication,significance noted; effect significance noted
Reassessing the dependence between economic growth and financial conditions since 1973,2023,"T Chernis, SP Vahey","T Chernis, PJ Coe, SP Vahey - Journal of Applied …, 2023 - Wiley Online Library",5,https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.2937,medium,Not identifiable from abstract,Method not specified in abstract,We replicate their main economic findings in terms of …
Journey effects? Waiting periods in european transit countries and subsequent economic integration of refugees in switzerland,2023,,"E Kuhn - International Migration Review, 2023 - journals.sagepub.com",5,https://journals.sagepub.com/doi/abs/10.1177/01979183221118325,medium,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
New insights on regional differences of the farmland price structure: an extended replication study on the parcel size–price relationship,2023,"H Schaak, L Meissner","H Schaak, L Meissner… - Applied Economic …, 2023 - Wiley Online Library",5,https://onlinelibrary.wiley.com/doi/abs/10.1002/aepp.13366,high,Not identifiable from abstract,direct replication,Result not specified in abstract
The rise and spread of female labour force participation at the US county level,2023,,"I Tziolas, JP Elhorst - Spatial Economic Analysis, 2023 - Taylor & Francis",5,https://www.tandfonline.com/doi/abs/10.1080/17421772.2022.2123111,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Are long waves 50 years? Reexamining economic and financial long wave periodicities in Kondratieff and Schumpeter,2023,J Hecht,"J Hecht - Review of Political Economy, 2023 - Taylor & Francis",5,https://www.tandfonline.com/doi/abs/10.1080/09538259.2023.2280803,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Ad expenditures and perceived quality: a replication and extension,2023,"K Rajavi, KL Keller, A Golmohammadi","K Rajavi, DR Lehmann, KL Keller, A Golmohammadi - Marketing Letters, 2023 - Springer",4,https://link.springer.com/article/10.1007/s11002-022-09646-3,high,"Tsai et al. (2021): ""Informational and noninformational advertising content""; Du et al. (2019): ""Advertising and brand attitudes: Evidence from 575 brands over five ye""",Method not specified in abstract,replicates and extends original
Dictator giving and taking: Evidence from Africa,2023,M Drouvelis,"M Drouvelis - Journal of Economic Behavior & Organization, 2023 - Elsevier",4,https://www.sciencedirect.com/science/article/pii/S016726812300094X,low,"List & A. (2007): ""On the Interpretation of Giving in Dictator Games""",Method not specified in abstract,Result not specified in abstract
Difference-in-differences with Economic Factors and the Case of Housing Returns,2023,P Östberg,"J Huang, P Östberg - Swiss Finance Institute Research Paper, 2023 - zora.uzh.ch",4,https://www.zora.uzh.ch/id/eprint/254163/,medium,Not identifiable from abstract,difference-in-differences,"Without factor controls the … Finally, in Panel C we replicate the results for border counties"
Challenges in studying the interplay of genes and environment. A study of childhood financial distress moderating genetic predisposition for peak smoking,2023,"L Bierut, P Biroli, TJ Galama, K Thom","L Bierut, P Biroli, TJ Galama, K Thom - Journal of Economic Psychology, 2023 - Elsevier",4,https://www.sciencedirect.com/science/article/pii/S0167487023000375,high,Not identifiable from abstract,… The availability of genomic data in several major social science data sets provides an opportunity to replicate our analyses,null result; results hold/are robust
"Targeting High Ability Entrepreneurs: Replication and Heterogeneity by Gender of Hussam, Rigol and Roth (2022)",2023,D Ubfal,"I Masetto, D Ubfal - 2023 - econstor.eu",3,https://www.econstor.eu/handle/10419/274139,high,"Hussam et al. (2022): ""Targeting High Ability Entrepreneurs: Evidence from a Cash Grant Exper""",robustness check,original coding error found; results hold/are robust
No evidence of biased updating in beliefs about absolute performance: A replication and generalization of Grossman and Owens (2012),2023,"Q Cavalan, V de Gardelle, JC Vergnaud","Q Cavalan, V de Gardelle, JC Vergnaud - Journal of Economic Behavior & …, 2023 - Elsevier",3,https://www.sciencedirect.com/science/article/pii/S0167268123001543,high,"Grossman et al. (2012): ""Belief Updating in the Face of Uncertainty: Evidence from a Laboratory""",Method not specified in abstract,Result not specified in abstract
News or animal spirits? Consumer confidence and economic activity: Redux,2023,D Yoo,"S Choi, J Jeong, D Park, D Yoo - 2023 - econstor.eu",3,https://www.econstor.eu/handle/10419/271051,high,"Barsky et al. (2012): ""Information, Animal Spirits, and the Meaning of Innovations in Consume""","… In this section, we first replicate the main empirical findings of BS2012 using the original (but revised) data",effect significance noted
Health Insurance Mandates and the Marriage of Young Adults: A Comment on Barkowski and McLaughlin,2023,,"AM Gamino - Econ Journal Watch, 2023 - econjwatch.org",3,https://econjwatch.org/File+download/1262/GaminoMar2023.pdf,high,"Barkowski et al. (2018): ""Health Insurance Mandates and the Marriage of Young Adults""",difference-in-differences,significance noted; effect significance noted
A new look at agricultural fires and health: A replication of Rangel and Vogl (2019),2023,"M Gammans, A Ortiz‐Bobea","M Gammans, A Ortiz‐Bobea - Applied Economic Perspectives …, 2023 - Wiley Online Library",3,https://onlinelibrary.wiley.com/doi/abs/10.1002/aepp.13393,high,"Rangel et al. (2019): ""The Impact of Agricultural Fires on Health: Evidence from the Brazilia""",… We replicate this analysis and evaluate the sensitivity of their results to changes in the dataset and alternative modeling choi,… We replicate this analysis and evaluate the sensitivity of their results to changes in the dataset and alternative modeling choices
"Giving and taking in dictator games–differences by gender? A replication study of Chowdhury et al.(Southern Economic Journal, 2017)",2023,"K von Blanckenburg, A Iseke","K von Blanckenburg, E Tebbe, A Iseke - … and Replications in Economics …, 2023 - econstor.eu",3,https://www.econstor.eu/handle/10419/271198,high,"Chowdhury et al. (2017): ""Giving and taking in dictator games: differences by gender""",Method not specified in abstract,effect significance noted
Anodal transcranial direct current stimulation over the right dorsolateral prefrontal cortex: Less risk taking or more reflective? A tDCS study based on a Bayesian …,2023,,"D Huang, Y Li, J Li - Journal of Economic Psychology, 2023 - Elsevier",3,https://www.sciencedirect.com/science/article/pii/S0167487023000818,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Terrorism and land use in agriculture: The case of Boko Haram in Nigeria-a replication attempt of the paper by Adelaja & George (2019),2023,"E Kirchner, O Mußhoff","T Ölkers, E Kirchner, O Mußhoff - Land Use Policy, 2023 - Elsevier",3,https://www.sciencedirect.com/science/article/pii/S026483772300399X,high,"Adelaja et al. (2019): ""Terrorism and land use in agriculture: The case of Boko Haram in Niger""",Method not specified in abstract,Result not specified in abstract
"How economic conditions changed the number of US Farms, 1960–1988: A replication and extension of Gale (1990) to midsize farms in the United States and abroad",2023,"AC Sant'Anna, AL Katchova","AC Sant'Anna, AL Katchova - Applied Economic Perspectives …, 2023 - Wiley Online Library",3,https://onlinelibrary.wiley.com/doi/abs/10.1002/aepp.13306,high,"Gale & F. (1990): ""The Changing Structure of U.S. Agriculture""",Method not specified in abstract,"… , yet we find different effects of the economic factors on farm numbers using recent US data"
The role of incentive structure in eliciting willingness to donate,2023,"C Chisadza, N Nicholls, E Yitbarek","C Chisadza, N Nicholls, E Yitbarek - Economics Letters, 2023 - Elsevier",3,https://www.sciencedirect.com/science/article/pii/S0165176523000307,medium,Not identifiable from abstract,Method not specified in abstract,… With paid questionnaire framing we replicate reduced donations with earned endowments
Assessing Utility of Differential Privacy for RCTs,2023,"S Mukherjee, A Mustafi, A Slavković","S Mukherjee, A Mustafi, A Slavković… - arXiv preprint arXiv …, 2023 - arxiv.org",3,https://arxiv.org/abs/2309.14581,low,"Unknown & Unknown (Unkn): ""Unknown""",randomized controlled trial,We find that relatively straightforward (at a high-level) privacy-preserving methods influenced by DP techniques allow for inference-valid protection 
Elasticities of substitution between marketing and farm inputs in a complete system of food commodities,2023,"Y Lee, Q Li, M Çakır","Y Lee, Q Li, M Çakır - … Economic Perspectives and Policy, 2023 - Wiley Online Library",3,https://onlinelibrary.wiley.com/doi/abs/10.1002/aepp.13322,high,Not identifiable from abstract,Method not specified in abstract,"… used in economic studies on the US food market, and in this paper, we replicate the results, … Despite minor discrepancies, we are able to replicate"
Reproduction and replication analyses of Andersson (2019): A replication report from the Toronto Replication Games,2023,"C Bonander, N Jakobsson, N Johansson","C Bonander, N Jakobsson, N Johansson - 2023 - econstor.eu",2,https://www.econstor.eu/handle/10419/270606,high,"Andersson & Henrik (2019): ""Carbon taxes on CO2 emissions in Sweden: A synthetic control approach""",Method not specified in abstract,Result not specified in abstract
Replicating Backfire Effects in AntiCorruption Messaging: A Comment on Cheeseman and Peiffer (2022),2023,"O Bergeron-Boutin, C Ciobanu, A Erlich","O Bergeron-Boutin, C Ciobanu, G Cohen, A Erlich - 2023 - econstor.eu",2,https://www.econstor.eu/handle/10419/280691,high,"Cheeseman et al. (2022): ""The Backfire Effects of Anti-Corruption Messaging: Evidence from a Sur""",survey data,results hold/are robust
Replication of the “money illusion” effect in a Brazilian sample,2023,,"M de Moraes Ferreira… - … , Marcelo, Replication …, 2023 - papers.ssrn.com",2,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4661910,high,"Shafir et al. (1997): ""Money Illusion""",Method not specified in abstract,effect significance noted
Replication of the morning after: Report from the nottingham replication games,2023,"C Oswald, J Walterskirchen, M Binetti","C Oswald, J Walterskirchen, S Häffner, M Binetti… - 2023 - econstor.eu",2,https://www.econstor.eu/handle/10419/273308,high,Bokobza et al. (2022),"In addition to reproducing the original results using Stata and R, we replicate analyses using random effects panel models and ord","In addition, we replicate … EconStor The Institute for Replication (I4R) I4R Discussion Paper Series, The Institute for Replication (I4R) Please use t"
Estimating the effect of US concealed carry laws on homicide: A replication and sensitivity analysis,2023,"MV Bondy, SV Cai, JJ Donohue","MV Bondy, SV Cai, JJ Donohue - … Review of Law and Economics, 2023 - Elsevier",2,https://www.sciencedirect.com/science/article/pii/S0144818823000194,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
The Poisson Method of Poverty Measurement Using Non-monetary Indicators: A Replication Study Based on Australian Data,2023,,"K Yoo - Social Indicators Research, 2023 - Springer",2,https://link.springer.com/article/10.1007/s11205-023-03067-z,high,"Babones et al. (2016): ""The Poisson Method of Poverty Measurement Using Non-monetary Indicator""",Method not specified in abstract,Result not specified in abstract
Do Public Housing Agencies Discriminate Against Latinos? A Large-Scale Replication Study to Assess Discrimination,2023,"M Landgrave, N Weller","M Landgrave, N Weller, J Authement - Journal of Behavioral Public …, 2023 - journal-bpa.org",2,https://www.journal-bpa.org/index.php/jbpa/article/view/325,high,"Einstein et al. (2017): ""Audit Study of Discrimination in Public Housing""",new/different dataset; larger sample/higher power,mixed results; significance noted; effect significance noted
Experimental economics for machine learning-a methodological contribution,2023,D Bershadskyy,"D Bershadskyy, L Dinges, MA Fiedler… - Working Paper …, 2023 - journals.ub.ovgu.de",2,https://journals.ub.ovgu.de/index.php/FEMM-WPS/article/view/2178,high,"Fischbacher et al. (2013): ""Lies in Disguise: An Experimental Study on Cheating""","To illustrate this, we replicate the “lies in disguise-… Experimental economics for machine learning - a methodological contributi","To illustrate this, we replicate the “lies in disguise-… Experimental economics for machine learning - a methodological contribution Autor/innen Dmitr"
Social License for Wyoming's Energy Future: A Replication Study,2023,J Western,"J Western, S Gerace, W Benkelman - 2023 - wyoscholar.uwyo.edu",2,https://wyoscholar.uwyo.edu/items/a1c86977-b40d-4d6c-91dc-0990a33b2b4e,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
"Natural Resources, State Ownership, and Economic Development",2023,M Brückner,"M Brückner, CB Habib, M Lokanc - 2023 - cbe.anu.edu.au",2,https://cbe.anu.edu.au/researchpapers/econ/wp694.pdf,low,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Exploring the use of price indices to adjust angler expenditure profiles over time,2023,,"CR Parker, KM Hunt, SC Grado… - … American Journal of …, 2023 - academic.oup.com",2,https://academic.oup.com/najfm/article-abstract/43/2/417/7811723,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Simulating economic experiments using large language models: design and development of a computational tool,2023,,S Kar - 2023 - dspace.mit.edu,2,https://dspace.mit.edu/handle/1721.1/151473,medium,Not identifiable from abstract,Method not specified in abstract,"This research presents the development of homo silicus, a Python-based library for simulating economic … We replicate various classical economic resea"
Direct replication and additional sensitivity analyses for Altindag et al.(2022): A replication report from the Oslo Replication Games,2023,"C Bonander, G Chauca Strand, N Jakobsson","C Bonander, G Chauca Strand, N Jakobsson - 2023 - econstor.eu",1,https://www.econstor.eu/handle/10419/268496,high,"Altindag et al. (2022): ""The Effects of Age-Specific Lockdowns on Mental Health and Mobility: E""",direct replication; regression discontinuity,significance noted; effect significance noted
"Does Education Improve Cognitive Performance Four Decades After School Completion? A Replication Study of Nicole Schneeweis, Vegard Skirbekk and Rudolf …",2023,,"BB Tawiah, V Schiele - 2023 - ideas.repec.org",1,https://ideas.repec.org/p/pdn/dispap/102.html,high,"Schneeweis et al. (2014): ""Does Education Improve Cognitive Performance Four Decades After School""",new/different dataset; extends original sample/period,directional effect found
Replication study of Baron (2022): school spending and student outcomes,2023,LP Beland,"T Zahra, LP Beland - 2023 - econstor.eu",1,https://www.econstor.eu/handle/10419/279961,high,"Baron & David (2022): ""School Spending and Student Outcomes""",regression discontinuity,significance noted; effect significance noted
"Replication of Dickens (2022)"" Understanding Ethnolinguistic Differences: The Roles of Geography and Trade""",2023,"J Gonzalez, Ö Özak","J Gonzalez, Ö Özak - 2023 - econstor.eu",1,https://www.econstor.eu/handle/10419/276250,high,"Dickens & William (2022): ""Understanding Ethnolinguistic Differences: The Roles of Geography and """,direct replication,Result not specified in abstract
