row_index,title,year,authors,journal,cited_by,link,is_replication,confidence,reasoning
2154,Fertility Fails to Predict Voter Preference for the 2020 Election: A Pre-Registered Replication of Navarrete et al.(2010),2024,"JL Engelbrecht, JE Edlund","JL Engelbrecht, M Duell, JE Edlund - Psychological Reports, 2024 - journals.sagepub.com",0,https://journals.sagepub.com/doi/abs/10.1177/00332941241233209,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
2155,"Do societies with freer markets really become less homicidal over time? New evidence from 131 developed and developing societies, 2000–2021",2024,T Rutar,"T Rutar - International Journal of Sociology, 2024 - Taylor & Francis",0,https://www.tandfonline.com/doi/abs/10.1080/00207659.2024.2436298,True,high,Abstract has strong replication signal. (a_strong=1)
2156,… for both risky choices and inter-temporal choices? Testing the assumptions underlying models of risky-intertemporal choice: A conceptual replication of Luckman et al …,2024,"F Fidanoski, V Dixit, A Ortmann","F Fidanoski, V Dixit, A Ortmann - 2024 - papers.ssrn.com",0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4393036,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=1)"
2157,Replication and Extension of Three Studies Investigating Escalation of Commitment and Regret Aversion,2024,,N Dhanda - researchgate.net,0,https://www.researchgate.net/profile/Ignazio-Ziano/publication/381671801_Replication_and_Extension_of_Three_Studies_Investigating_Escalation_of_Commitment_and_Regret_Aversion/links/667ab5ff8408575b838a665e/Replication-and-Extension-of-Three-Studies-Investigating-Escalation-of-Commitment-and-Regret-Aversion.pdf,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
2158,Disease and development—The predicted mortality instrument revisited,2024,,"D Kreitmeir, T Überfuhr - Journal of Applied Econometrics, 2024 - Wiley Online Library",0,https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.3023,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
2159,Replication Data: Growth Models and Voter Preferences: The Moderating Impact of Export-Led Growth on Centre-Left Voters,2024,L Baccaro,"E Neimanns, L Baccaro - 2024 - pure.mpg.de",0,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_3610392,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
2160,The Motherhood Penalty in the 21st Century a Replication and Extension,2024,,A Raina - 2024 - search.proquest.com,0,https://search.proquest.com/openview/32c6c4d8b09af22cbcff6abe5d21d87e/1?pq-origsite=gscholar&cbl=18750&diss=y,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=1)"
2161,Top-Down and Bottom-Up replication of Commodity Trading Advisors,2024,,K Li - 2024 - studenttheses.uu.nl,0,https://studenttheses.uu.nl/bitstream/handle/20.500.12932/48030/Thesis.pdf?sequence=1,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
2162,Narrow Framing in Risk Aversion Experiments: Further Evidence from a Wide Replication,2024,HI Yoo,"A Gu, MJ Walker, HI Yoo - Available at SSRN, 2024 - papers.ssrn.com",0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4935163,False,high,No replication signals found in title or abstract.
2163,Reframing Knowledge Capital Theory: A Critical Realist Approach Using Rosetta Stone and Harmonized Learning Outcomes Datasets-A Comparative Analysis,2024,,"DG Williams, A Coates - 2024 - researchsquare.com",0,https://www.researchsquare.com/article/rs-4893920/latest,False,high,No replication signals found in title or abstract.
2164,Replication of the Warsaw Stock Exchange's Broad Equity Market with the WIG-ESG Socially Responsible Investment Index,2024,,"J Tomaszewski - … Narodowa. The Polish Journal of Economics, 2024 - gnpje.sgh.waw.pl",0,"https://gnpje.sgh.waw.pl/Replikacja-szerokiego-rynku-akcji-Gieldy-Papierow-Wartosciowych-w-Warszawie-GPW-S,178340,0,2.html",True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
2165,Deterrence strength in TV fee enforcement: Field evidence from the Czech Republic,2024,,"K Chadimová - Journal of Behavioral and Experimental Economics, 2024 - Elsevier",0,https://www.sciencedirect.com/science/article/pii/S2214804324000831,True,low,"Weak evidence: strong signal competes with negative signal. (a_strong=2, a_neg=1)"
2166,Replication study on the dehumanization of workers in dirty jobs,2024,,"E Boulard, L ANDRIGHETTO, RR Valtorta… - 2024 - osf.io",0,https://osf.io/72gnf/resources,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
2167,Is happiness always a personal (ity) thing? A quasi-replication and extension of previous well-being studies,2024,,"M Deppe, CKL Pahnke, C Maj, R Aldisi… - A Quasi-Replication …, 2024 - papers.ssrn.com",0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4861903,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
2168,"Replication Data for: How Does an Economic Shock Affect Environmental Attitudes, Preferences and Issue Importance?: Evidence from Switzerland",2024,S Gomm,"L Rudolph, S Gomm - 2024 - kops.uni-konstanz.de",0,https://kops.uni-konstanz.de/entities/dataset/0041e56a-b355-49fa-bb98-06970aef5337/full,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
2169,"README-file for replication of the paper 'Gains From Trade: Demand, Supply, and Idiosyncratic Shocks'",2024,R Dewitte,R Dewitte - 2024 - journaldata.zbw.eu,0,https://journaldata.zbw.eu/dataset/3ee52c67-8c99-452b-8abd-83f670a98ded/resource/5db4f0c5-744c-47a1-9c8a-9b2c969e7eee/download/readme.dmr.pdf,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=1)"
2170,"Replication material for"" Farm characteristics determine why a large share of organically produced wine is not labelled as organic""",2024,,L Zachmann - 2024 - research-collection.ethz.ch,0,https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/708037/1/ReplicationDocument.pdf,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
2171,Replication & re-examination of empirical research in corporate reporting and accounting,2024,,"M Bonacchi, MM Mattei - Financial Reporting, 2024 - francoangeli.it",0,https://www.francoangeli.it/riviste/articolo/76902,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
2172,Current Research in Ecological and Social Psychology,2024,,"H Imada, G Tsudaka, N Mifune… - … in Ecological and …, 2024 - pure.royalholloway.ac.uk",0,https://pure.royalholloway.ac.uk/ws/portalfiles/portal/62188431/1-s2.0-S2666622724000212-main.pdf,True,high,Abstract has strong replication signal. (a_strong=1)
2173,General Principles of Behavioral Economics in the Context of Healthcare,2024,,"A Yıldırım - Behavioral Economics in Healthcare: Understanding …, 2024 - emerald.com",0,https://www.emerald.com/insight/content/doi/10.1108/978-1-83662-080-820241002/full/html,False,high,No replication signals found in title or abstract.
2174,Factor timing in the Chinese stock market,2024,,"Y Wu - International Studies of Economics, 2024 - Wiley Online Library",0,https://onlinelibrary.wiley.com/doi/abs/10.1002/ise3.86,False,high,No replication signals found in title or abstract.
2175,Financial statements and accounting quality: theories and methods to detect earnings management,2024,,"A Mura, V Ecca - Journal of Accounting and Economics - dottorati.unica.it",0,https://dottorati.unica.it/sea/files/2024/05/Syllabus_PHD_Earnings-Management-Methods-MURA-ECCA_June-July-2024.pdf,False,high,No replication signals found in title or abstract.
2176,In Pursuit of Trend-Following Beta: The Promise and Pitfalls of Replication,2024,J Jablecki,"S Braun, C Hoffstein, J Jablecki - Available at SSRN, 2024 - papers.ssrn.com",0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4990063,False,high,No replication signals found in title or abstract.
2177,Replication and Reinterpretation of,2024,"L Rentschler, J Meyer","L Rentschler, J Meyer, VL Smith, A Brooksby… - Available at SSRN … - papers.ssrn.com",0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4860065,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
2178,Revisiting the relationship between oil supply news shocks and US economic activity: Role of the zero lower bound,2024,,"N Sardar, I Qureshi - Energy Economics, 2024 - Elsevier",0,https://www.sciencedirect.com/science/article/pii/S0140988324001786,False,high,No replication signals found in title or abstract.
2179,Essays on Economics of Language and Education,2024,,F Yasmin - 2024 - file-thesis.pide.org.pk,0,https://file-thesis.pide.org.pk/pdf/phd-econometrics-2024-fouzia-yasmin--essays-on-economics-of-language-and-education.pdf,False,high,No replication signals found in title or abstract.
2180,"Factorial designs, model selection, and (incorrect) inference in randomized experiments",2025,"K Muralidharan, M Romero, K Wüthrich","K Muralidharan, M Romero, K Wüthrich - Review of Economics and …, 2025 - direct.mit.edu",164,https://direct.mit.edu/rest/article-abstract/doi/10.1162/rest_a_01317/115272,True,high,Abstract has strong replication signal. (a_strong=1)
2181,Policy experimentation in China: The political economy of policy learning,2025,"S Wang, DY Yang","S Wang, DY Yang - Journal of Political Economy, 2025 - journals.uchicago.edu",150,https://www.journals.uchicago.edu/doi/full/10.1086/734873,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
2182,The economic impact of access to public four-year colleges,2025,"J Smith, J Goodman","J Smith, J Goodman, M Hurwitz - Journal of Human Resources, 2025 - jhr.uwpress.org",95,https://jhr.uwpress.org/content/wpjhr/early/2025/01/31/jhr.0324-13461R2.full-text.pdf,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
2183,Job market signaling through occupational licensing,2025,"PQ Blair, BW Chung","PQ Blair, BW Chung - Review of Economics and Statistics, 2025 - direct.mit.edu",91,https://direct.mit.edu/rest/article-abstract/doi/10.1162/rest_a_01265/113779,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
2184,The evolution of US retail concentration,2025,"DA Smith, S Ocampo","DA Smith, S Ocampo - American Economic Journal …, 2025 - pubs.aeaweb.org",46,https://pubs.aeaweb.org/doi/pdf/10.1257/mac.20220249,True,high,Abstract has strong replication signal. (a_strong=1)
2185,Staggered difference-in-differences in gravity settings: Revisiting the effects of trade agreements,2025,"AJ Nagengast, YV Yotov","AJ Nagengast, YV Yotov - … Economic Journal: Applied Economics, 2025 - pubs.aeaweb.org",43,https://pubs.aeaweb.org/doi/pdf/10.1257/app.20230089,False,high,No replication signals found in title or abstract.
2186,Severe weather and the macroeconomy,2025,"C Matthes, T Phan","HS Kim, C Matthes, T Phan - American Economic Journal …, 2025 - pubs.aeaweb.org",38,https://pubs.aeaweb.org/doi/abs/10.1257/mac.20220329,False,high,No replication signals found in title or abstract.
2187,AI–Human Hybrids for Marketing Research: Leveraging Large Language Models (LLMs) as Collaborators,2025,"N Arora, I Chakraborty, Y Nishimura","N Arora, I Chakraborty, Y Nishimura - Journal of Marketing, 2025 - journals.sagepub.com",35,https://journals.sagepub.com/doi/abs/10.1177/00222429241276529,False,high,No replication signals found in title or abstract.
2188,On the economic consequences of mass shootings,2025,"A Brodeur, H Yousaf","A Brodeur, H Yousaf - Review of Economics and Statistics, 2025 - direct.mit.edu",28,https://direct.mit.edu/rest/article-abstract/107/1/109/113173,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
2189,A Machine Learning Approach to Analyze and Support Anticorruption Policy,2025,"E Ash, S Galletta, T Giommoni","E Ash, S Galletta, T Giommoni - … Economic Journal: Economic …, 2025 - pubs.aeaweb.org",25,https://pubs.aeaweb.org/doi/abs/10.1257/pol.20210618,False,high,No replication signals found in title or abstract.
2190,Minimum wages and poverty: new evidence from dynamic difference-in-differences estimates,2025,"RV Burkhauser, D McNichols, JJ Sabia","RV Burkhauser, D McNichols, JJ Sabia - Review of Economics and …, 2025 - direct.mit.edu",24,https://direct.mit.edu/rest/article-abstract/doi/10.1162/rest_a_01590/128891,False,high,No replication signals found in title or abstract.
2191,Measuring group cohesion to reveal the power of social relationships in team production,2025,"S Gächter, C Starmer, F Tufano","S Gächter, C Starmer, F Tufano - Review of Economics and Statistics, 2025 - direct.mit.edu",22,https://direct.mit.edu/rest/article-abstract/doi/10.1162/rest_a_01283/114758,True,high,Abstract has multiple strong replication signals. (a_strong=2)
2192,Peers affect personality development,2025,"X Shan, U Zölitz","X Shan, U Zölitz - Review of Economics and Statistics, 2025 - direct.mit.edu",16,https://direct.mit.edu/rest/article/doi/10.1162/rest_a_01557/127733,False,high,No replication signals found in title or abstract.
2193,The causes and consequences of refugee flows: A contemporary reanalysis,2025,"A Shaver, B Krick","A Shaver, B Krick, J Blancaflor, X Liu… - American Political …, 2025 - cambridge.org",15,https://www.cambridge.org/core/journals/american-political-science-review/article/causes-and-consequences-of-refugee-flows-a-contemporary-reanalysis/F2EFBF81FCD030F4CD8DC9F82B5ED444,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
2194,Standardized Test Scores and Academic Performance at Ivy Plus Colleges,2025,"JN Friedman, B Sacerdote, DO Staiger","JN Friedman, B Sacerdote, DO Staiger… - AEA Papers and …, 2025 - aeaweb.org",14,https://www.aeaweb.org/articles?id=10.1257/pandp.20251056,False,high,No replication signals found in title or abstract.
2195,"Economic development, corruption, and income inequality: The role of the informal sector",2025,MYH Wong,"MYH Wong - Politics, 2025 - journals.sagepub.com",13,https://journals.sagepub.com/doi/abs/10.1177/02633957221148951,False,medium,"Replication language appears incidental (method step, table/figure reproduction, own results)."
2196,Banking networks and economic growth: From idiosyncratic shocks to aggregate fluctuations,2025,"S Kundu, N Vats","S Kundu, N Vats - 2025 - papers.ssrn.com",12,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5127708,False,high,No replication signals found in title or abstract.
2197,"Spillover, Efficiency, and Equity Effects of Regional Firm Subsidies",2025,"S Siegloch, N Wehrhöfer","S Siegloch, N Wehrhöfer, T Etzel - … Economic Journal: Economic Policy, 2025 - aeaweb.org",12,https://www.aeaweb.org/articles?id=10.1257/pol.20220667,False,high,No replication signals found in title or abstract.
2198,Governing personal data and trade in digital services,2025,MF Ferracane,"MF Ferracane, E van Der Marel - … of international economics, 2025 - Wiley Online Library",9,https://onlinelibrary.wiley.com/doi/abs/10.1111/roie.12735,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
2199,Measuring patriarchy in Italy,2025,"E Aloè, M Corsi, G Zacchia","E Aloè, M Corsi, G Zacchia - Review of Political Economy, 2025 - Taylor & Francis",9,https://www.tandfonline.com/doi/abs/10.1080/09538259.2024.2360503,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
2200,Examining the replicability of online experiments selected by a decision market,2025,"F Holzmeister, M Johannesson, CF Camerer","F Holzmeister, M Johannesson, CF Camerer… - Nature Human …, 2025 - nature.com",8,https://www.nature.com/articles/s41562-024-02062-9,True,low,"Weak evidence: strong signal competes with negative signal. (a_strong=2, a_neg=1)"
2201,The Elephant in the Room: p-hacking and Accounting Research,2025,ID Gow,"ID Gow - Accounting, Economics, and Law: A Convivium, 2025 - degruyterbrill.com",8,https://www.degruyterbrill.com/document/doi/10.1515/ael-2022-0111/html,True,high,Abstract has strong replication signal. (a_strong=1)
2202,How did the Covid-19 pandemic affect restaurant tipping?,2025,M Lynn,"M Lynn - Journal of Foodservice Business Research, 2025 - Taylor & Francis",7,https://www.tandfonline.com/doi/abs/10.1080/15378020.2023.2231839,False,high,No replication signals found in title or abstract.
2203,Biological control of a parasite: The efficacy of cleaner fish in salmon farming,2025,"RBM Pincinato, A Oglend, MD Smith, F Asche","RBM Pincinato, A Oglend, MD Smith, F Asche - Ecological Economics, 2025 - Elsevier",7,https://www.sciencedirect.com/science/article/pii/S0921800924002568,False,high,No replication signals found in title or abstract.
2204,Endogeneity and the economic consequences of tax avoidance,2025,"SD Dyreng, RW Hills, CM Lewellen","SD Dyreng, RW Hills, CM Lewellen… - Contemporary …, 2025 - Wiley Online Library",6,https://onlinelibrary.wiley.com/doi/abs/10.1111/1911-3846.13017,True,high,Abstract has multiple strong replication signals. (a_strong=2)
2205,The cybernetic teammate: a field experiment on generative AI reshaping teamwork and expertise,2025,"F Dell'Acqua, C Ayoubi, R Sadun, E Mollick","F Dell'Acqua, C Ayoubi, H Lifshitz, R Sadun, E Mollick… - 2025 - nber.org",5,https://www.nber.org/papers/w33641,True,high,Abstract has strong replication signal. (a_strong=1)
2206,Reconsidering the macroeconomic damage of severe warming,2025,"T Neal, A Pitman","T Neal, BR Newell, A Pitman - Environmental Research Letters, 2025 - iopscience.iop.org",5,https://iopscience.iop.org/article/10.1088/1748-9326/adbd58/meta,False,high,No replication signals found in title or abstract.
2207,"Financial literacy, numeracy, and schooling: evidence from developed countries",2025,,"S Lamboglia, M Stacchini - Italian Economic Journal, 2025 - Springer",4,https://link.springer.com/article/10.1007/s40797-025-00314-9,True,high,Abstract has multiple strong replication signals. (a_strong=2)
2208,The entrepreneurial ecosystem clock keeps on ticking–A replication and extension of Coad and Srhoj (2023),2025,"J Leendertse, E Stam, F van Rijnsoever","J van Dijk, J Leendertse, E Stam, F van Rijnsoever - Research Policy, 2025 - Elsevier",4,https://www.sciencedirect.com/science/article/pii/S0048733324002038,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
2209,Does household welfare change with finance access? The case of women and the youth in The Gambia,2025,"LP Manja, IA Badjie","LP Manja, IA Badjie - Review of Development Economics, 2025 - Wiley Online Library",4,https://onlinelibrary.wiley.com/doi/abs/10.1111/rode.13053,False,high,No replication signals found in title or abstract.
2210,The influence of politicians' sex on political budget cycles: An empirical analysis of Spanish municipalities,2025,"I García, B Hayo","I García, B Hayo - Economics & Politics, 2025 - Wiley Online Library",4,https://onlinelibrary.wiley.com/doi/abs/10.1111/ecpo.12318,False,high,No replication signals found in title or abstract.
2211,External coercion and public support: The case of the US–China trade war,2025,,"J Yue - Journal of peace research, 2025 - journals.sagepub.com",4,https://journals.sagepub.com/doi/abs/10.1177/00223433231221437,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
2212,Euro area inflation differentials: the role of fiscal policies revisited,2025,C Checherita-Westphal,"C Checherita-Westphal, N Leiner-Killinger… - … Economics, 2025 - Springer",4,https://link.springer.com/article/10.1007/s00181-024-02652-6,True,high,Abstract has strong replication signal. (a_strong=1)
2213,The pragmatic American revisited: A direct replication of Pickett and Baker (2014),2025,"AM Jones, SP Roche","AM Jones, SP Roche - International Journal of Offender …, 2025 - journals.sagepub.com",3,https://journals.sagepub.com/doi/abs/10.1177/0306624X221133007,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
2214,A closer look at Doleac and Mukherjee (2022) and the effects of naloxone access laws on opioid ER admissions,2025,S Alexeev,"S Alexeev - Economic Inquiry, 2025 - Wiley Online Library",3,https://onlinelibrary.wiley.com/doi/abs/10.1111/ecin.13277,False,high,No replication signals found in title or abstract.
2215,"A Comment on"" Raising Health Awareness in Rural Communities: A Randomized Experiment in Bangladesh and India"" by Siddique et al.(2024)",2025,"A Kjelsrud, A Kotsadam, O Rogeberg, A Brodeur","A Kjelsrud, A Kotsadam, O Rogeberg, A Brodeur - 2025 - econstor.eu",3,https://www.econstor.eu/handle/10419/312259,False,high,No replication signals found in title or abstract.
2216,Buy baits and consumer sophistication: Field evidence from instant rebates,2025,M Rodemeier,"M Rodemeier - American Economic Journal: Economic Policy, 2025 - aeaweb.org",3,https://www.aeaweb.org/articles?id=10.1257/pol.20230358,False,high,No replication signals found in title or abstract.
2217,Increasing organ donor registration as a means to increase transplantation: an experiment with actual organ donor registrations,2025,"JB Kessler, AE Roth","JB Kessler, AE Roth - American Economic Journal: Economic …, 2025 - pubs.aeaweb.org",3,https://pubs.aeaweb.org/doi/pdf/10.1257/pol.20220760,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
2218,A cross‐cultural replication of “citizens' blame of politicians for public service failure: Experimental evidence about blame reduction through delegation and contracting …,2025,"RM Walker, O James, MJ Moon","RM Walker, O James, MJ Moon… - Public Administration …, 2025 - Wiley Online Library",3,https://onlinelibrary.wiley.com/doi/abs/10.1111/puar.13845,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=2)"
2219,xtpb: The pooled Bewley estimator of long-run relationships in dynamic heterogeneous panels,2025,"A Chudik, B Strackman","P Asnani, A Chudik, B Strackman - The Stata Journal, 2025 - journals.sagepub.com",3,https://journals.sagepub.com/doi/abs/10.1177/1536867X251322965,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
2220,Are Big Cities Important for Economic Growth?,2025,M Turner,"M Turner, DN Weil - 2025 - nber.org",3,https://www.nber.org/papers/w33334,False,high,No replication signals found in title or abstract.
2221,"Shadow education, intra-household financial resource allocation, and educational achievements",2025,,"T Majilla - Journal of Economic Behavior & Organization, 2025 - Elsevier",3,https://www.sciencedirect.com/science/article/pii/S0167268125001131,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=3)"
2222,New IPECAD open-source model framework for the health technology assessment of early Alzheimer's disease treatment: development and use cases,2025,"R Handels, S Grimm","R Handels, WL Herring, S Grimm, A Sköldunger… - Value in Health, 2025 - Elsevier",3,https://www.sciencedirect.com/science/article/pii/S1098301524027906,False,high,No replication signals found in title or abstract.
2223,Does social desirability of entrepreneurship matter for early-stage entrepreneurs' internationalization? The moderating role of economic freedom,2025,"JL Capelleras, V Martin-Sanchez","JL Capelleras, V Martin-Sanchez… - BRQ Business …, 2025 - journals.sagepub.com",3,https://journals.sagepub.com/doi/abs/10.1177/23409444221144462,False,medium,"Replication language appears incidental (method step, table/figure reproduction, own results)."
2224,Re-Adjusted Financial Statement Data: Challenges in Replicating Research,2025,"MR Lyle, F Siano, TL Yohn","MR Lyle, F Siano, TL Yohn - Available at SSRN 5107985, 2025 - papers.ssrn.com",3,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5107985,False,high,No replication signals found in title or abstract.
2225,Do countries default in bad times? The role of alternative detrending techniques,2025,,"U Panizza - Economics Letters, 2025 - Elsevier",3,https://www.sciencedirect.com/science/article/pii/S0165176524005603,False,high,No replication signals found in title or abstract.
2226,Revisiting representativeness heuristic classic paradigms: Replication and extensions of nine experiments in Kahneman and Tversky (1972),2025,"L Mayiwar, E Løhre","L Mayiwar, KH Wan, E Løhre… - Quarterly Journal of …, 2025 - journals.sagepub.com",2,https://journals.sagepub.com/doi/abs/10.1177/17470218241255916,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=1)"
2227,Judge AI: Assessing Large Language Models in Judicial Decision-Making,2025,EA Posner,"EA Posner, S Saran - … Coase-Sandor Institute for Law & Economics …, 2025 - papers.ssrn.com",2,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5098708,False,high,No replication signals found in title or abstract.
2228,Dynare replication of “a model of secular stagnation: Theory and quantitative evaluation” by eggertsson et al.(2019),2025,"A Crescentini, F Giri","A Crescentini, F Giri - Economic Inquiry, 2025 - Wiley Online Library",2,https://onlinelibrary.wiley.com/doi/abs/10.1111/ecin.13185,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
2229,"Does economic policy uncertainty differ from other uncertainty measures? Replication of Baker, Bloom, and Davis (2016)",2025,M Shim,"S Bae, S Jo, M Shim - Canadian Journal of Economics/Revue …, 2025 - Wiley Online Library",2,https://onlinelibrary.wiley.com/doi/abs/10.1111/caje.12757,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
2230,Language and economic behaviour: future tense use causes less not more temporal discounting,2025,"C Robertson, SG Roberts, A Majid, RIM Dunbar","C Robertson, SG Roberts, A Majid, RIM Dunbar - PLoS One, 2025 - journals.plos.org",2,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0317422,False,high,No replication signals found in title or abstract.
2231,Environmental degradation and economic growth in West Africa: A fixed-effects panel analysis of the WAMZ Region,2025,"A Maduka, C Oguanobi","N Akunna, A Maduka, C Oguanobi… - Journal of Policy and …, 2025 - ajol.info",2,https://www.ajol.info/index.php/jpds/article/view/293915/276612,False,high,No replication signals found in title or abstract.
2232,Does ad hoc language training improve the economic integration of refugees? Evidence from Germany's response to the Syrian refugee crisis,2025,"M Marbach, E Vallizadeh, N Harder","M Marbach, E Vallizadeh, N Harder… - Journal of the Royal …, 2025 - academic.oup.com",2,https://academic.oup.com/jrsssa/advance-article-abstract/doi/10.1093/jrsssa/qnae106/7945226,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
2233,Passing as White: Racial Identity and Old-Age Longevity,2025,"H Noghanibehambari, J Fletcher","H Noghanibehambari, J Fletcher - 2025 - nber.org",2,https://www.nber.org/papers/w33394,False,high,No replication signals found in title or abstract.
2234,No revenge of the places that don't matter? Evidence from Italy's Cassa per il Mezzogiorno,2025,T Buscemi,"T Buscemi - Cliometrica, 2025 - Springer",2,https://link.springer.com/article/10.1007/s11698-025-00310-0,False,high,No replication signals found in title or abstract.
2235,Restrictive fertility policy and elderly suicides: evidence from China,2025,U Sunde,"M Li, U Sunde - Journal of Demographic Economics, 2025 - cambridge.org",2,https://www.cambridge.org/core/journals/journal-of-demographic-economics/article/restrictive-fertility-policy-and-elderly-suicides-evidence-from-china/1E5CF5898F359ADF362B10ED9C4182C6,False,high,No replication signals found in title or abstract.
2236,The conflict-of-interest discount in the marketplace of ideas,2025,"JM Barrios, F Lancieri, J Levy, S Singh, T Valletti","JM Barrios, F Lancieri, J Levy, S Singh, T Valletti… - 2025 - nber.org",2,https://www.nber.org/papers/w33645,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
2237,The Model T,2025,"S Eli, JK Hausman, PW Rhode","S Eli, JK Hausman, PW Rhode - The Journal of Economic History, 2025 - cambridge.org",2,https://www.cambridge.org/core/journals/journal-of-economic-history/article/model-t/A783993184F1741EDC6F6A76B9D6D98D,True,high,Abstract has strong replication signal. (a_strong=1)
2238,Attitudes towards immigration and unemployment risk cleavages: Untangling the economically rooted group conflict framework,2025,EN Kayran,"EN Kayran - Migration Studies, 2025 - academic.oup.com",2,https://academic.oup.com/migration/advance-article/doi/10.1093/migration/mnae003/7617496,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=3)"
2239,International financial openness and manufacturing productivity: A services trade perspective,2025,"M Fiorini, BM HOEKMAN","M Fiorini, BM HOEKMAN, D Quinn - 2025 - cadmus.eui.eu",2,https://cadmus.eui.eu/handle/1814/77846,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
2240,Multi‐country perspectives on best practices and barriers to preference elicitation lab‐in‐the‐field experiments with farmers,2025,"MC Baaken, L Kuhfuss, D Bougherara","MC Baaken, L Kuhfuss, D Bougherara… - Applied Economic …, 2025 - Wiley Online Library",2,https://onlinelibrary.wiley.com/doi/abs/10.1002/aepp.13488,True,high,Abstract has strong replication signal. (a_strong=1)
2241,Producerist populist attitudes and electoral support for populism in the USA and Western Europe,2025,O Mazzoleni,"G Ivaldi, O Mazzoleni - Socio-Economic Review, 2025 - academic.oup.com",2,https://academic.oup.com/ser/article-abstract/23/1/25/7695376,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
2242,Imitation or learning: Exploring the drivers of Special Economic Zones,2025,"R Arbolino, S Capasso","R Arbolino, R Boffardi, M Bonasia, S Capasso… - … Change and Economic …, 2025 - Elsevier",2,https://www.sciencedirect.com/science/article/pii/S0954349X24001607,False,high,No replication signals found in title or abstract.
2243,How not to fool ourselves about heterogeneity of treatment effects,2025,"PT von Hippel, BA Schuetze","PT von Hippel, BA Schuetze - Advances in Methods and …, 2025 - journals.sagepub.com",2,https://journals.sagepub.com/doi/abs/10.1177/25152459241304347,False,high,"Abstract discusses replication as topic/concept, not as paper's primary action. (a_neg=1)"
2244,Finance and green growth: A comment on De Haas and Popov (2023),2025,"A Listo, S Saberian, V Thivierge","A Listo, S Saberian, V Thivierge - The Economic Journal, 2025 - academic.oup.com",2,https://academic.oup.com/ej/advance-article-abstract/doi/10.1093/ej/ueae108/7978278,False,high,No replication signals found in title or abstract.
2245,"Experiments: Why, How, and A Users Guide for Producers as well as Consumers",2025,M Niederle,M Niederle - 2025 - nber.org,2,https://www.nber.org/papers/w33630,False,high,No replication signals found in title or abstract.
